opportunity_id,title,category,source,url,reward_amount,reward_currency,deadline,requirements,capital_required,difficulty,estimated_hours,risk_level,success_probability,verification_score,recommended_action,recommendation_reason,verification_status,human_approval_required,country_restrictions,kyc_required,payment_method,link_active,explicit_reward,verified_at
90,Workspace-level cross-series sailor ranking (season ladder; IODAI national ranking),competition,GitHub Prize Issues,https://github.com/sailscoring/sailscoring/issues/209,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 5 Pull requests 0 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights Workspace-level cross-series sailor ra,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,Eligibility,0,GitHub Sponsors,1,0,2026-07-18T18:26:05.724859+00:00
95,Dependency Dashboard,competition,GitHub Prize Issues,https://github.com/Jadeiin/infra/issues/5,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 1 Pull requests 2 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Dependency Dashboard #5 New issue Copy link New issue Copy lin,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:26:07.245593+00:00
97,Detect Malicious URL using Machine Learning,competition,GitHub Prize Issues,https://github.com/Niketkumardheeryan/ML-CaPsule/issues/496,,,,signed in to change notification settings Fork 729 Star 676 Code Issues 587 Pull requests 39 Discussions Actions Projects Wiki Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Wiki Security and quality Insights Detect Malicious URL,0,média,30.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:26:09.205250+00:00
98,Battle-mechanics expansion index: logic fixes + 8 design packages,competition,GitHub Prize Issues,https://github.com/a1flecke/conquestoria/issues/546,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 35 Pull requests 1 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Battle-mechanics expansion index: logic fixes + 8 design pack,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:26:11.185903+00:00
99,Corpus: first labelled batch of Nigerian scam messages,competition,GitHub Prize Issues,https://github.com/Ipramking/sentinel/issues/4,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 1 Pull requests 0 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Corpus: first labelled batch of Nigerian scam messages #4 New,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:26:12.847612+00:00
100,M4 — Strategic prizes (cascade / memory / state-handle) [de-accretion #2551],competition,GitHub Prize Issues,https://github.com/NorthlandPositronics/Cogtrix/issues/2556,,,,,0,baixa,8.0,alto,0.02,0.0,Rejeitar ou revisar manualmente o endereço.,O link não respondeu como uma oportunidade ativa.,rejected,0,,0,GitHub Sponsors,0,0,2026-07-18T18:26:14.226371+00:00
102,"Deploy DB build: measured profile + ranked, layered speedup trial plan",competition,GitHub Prize Issues,https://github.com/MysterAitch/amateur-callsigns-file-watch/issues/533,,,,"byte-identical to a cold emit; every cache key must cover the artefact's raw bytes **plus** the shared emitter/builder code (a false hit is worse than a false miss) ## Interplay - #445 (retire the legacy build) eventually removes some of this cost wholesale — but the ledger-side wins (emit, chunking",0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:45:50.065486+00:00
103,feat(admin): upload SVG or PNG badge art in the custom-badge form,competition,GitHub Prize Issues,https://github.com/TrevorHumble/TaskMasterWedding/issues/410,,,,signed in to change notification settings Fork 2 Star 0 Code Issues 43 Pull requests 1 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights feat(admin): upload SVG or PNG badge art in the custom-badge,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-07-18T18:45:52.056137+00:00
104,Idea: auto-lint/document item drops,competition,GitHub Prize Issues,https://github.com/Xeeynamo/sotn-decomp/issues/3347,,,,signed in to change notification settings Fork 86 Star 996 Code Issues 17 Pull requests 12 Actions Wiki Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Wiki Security and quality Insights Idea: auto-lint/document item drops #3347 New issue Copy link New,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:45:53.648858+00:00
105,feat(leaderboard): hosts' prizes on display (Goal B — untracked north-star outcome),competition,GitHub Prize Issues,https://github.com/TrevorHumble/TaskMasterWedding/issues/469,,,,signed in to change notification settings Fork 2 Star 0 Code Issues 43 Pull requests 1 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights feat(leaderboard): hosts' prizes on display (Goal B — untrack,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:45:55.304569+00:00
106,Celestial Roar skips payload banking when Active already has GGF,competition,GitHub Prize Issues,https://github.com/FlareZ123/pokemon-sims/issues/608,,,,signed in to change notification settings Fork 0 Star 1 Code Issues 0 Pull requests 1 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights Celestial Roar skips payload banking when Active already has G,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:45:57.003272+00:00
107,"META-EPIC: subsume Scryer/Nemo into the native physical engine (oracle-gated, fragment-by-fragment)",competition,GitHub Prize Issues,https://github.com/Blackcat-Informatics/gmeow-ontology/issues/1295,,,,signed in to change notification settings Fork 0 Star 4 Code Issues 45 Pull requests 6 Discussions Actions Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Security and quality Insights META-EPIC: subsume Scryer/Nemo into the native physical,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:45:58.972927+00:00
91,enforce the container law: mode partitions every economic container,competition,GitHub Prize Issues,https://github.com/zgeoff/vers/issues/472,,,,signed in to change notification settings Fork 1 Star 3 Code Issues 84 Pull requests 2 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights enforce the container law: mode partitions every economic con,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,GitHub Sponsors,1,0,2026-07-18T18:46:00.788608+00:00
183,Agent Registry — Check in here before opening a PR,ai_bounty,AI Agent Bounties,https://github.com/xevrion-v2/agent-playground/issues/16,,,,signed in to change notification settings Fork 448 Star 266 Code Issues 1,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:46:02.970226+00:00
140,"test(entitlement): cover the untested seams — grant clause, /auth/entitlements, Stripe downgrade, access-code deactivation, www/admin CTA",grant,GitHub Grant Issues,https://github.com/kimtos-labs/kimtos-core/issues/467,,,,"signed in to change notification settings Fork 0 Star 0 Code Issues 34 Pull requests 1 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights test(entitlement): cover the untested seams — grant clause, /",0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,"Stripe, GitHub Sponsors",1,0,2026-07-18T18:46:05.104852+00:00
13,Compare Local & Gist Settings | Show & upload only changes,open_source_bounty,GitHub Bounty Issues,https://github.com/shanalikhan/code-settings-sync/issues/508,,,,signed in to change notification settings Fork 418 Star 4,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:46:33.584866+00:00
180,langchain_community-0.0.26-py3-none-any.whl: 6 vulnerabilities (highest severity is: 8.4) reachable,ai_bounty,AI Agent Bounties,https://github.com/snowdensb/AutoPrompt_old/issues/67,,,,signed in to change notification settings Fork 1 Star 0 Code Issues 38 Pull requests 9 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights langchain_community-0,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:46:35.383551+00:00
181,langchain_community-0.0.26-py3-none-any.whl: 6 vulnerabilities (highest severity is: 8.4) reachable,ai_bounty,AI Agent Bounties,https://github.com/Yuliya65/AutoPrompt/issues/23,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 35 Pull requests 4 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights langchain_community-0,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:46:37.228228+00:00
184,langchain_community-0.0.26-py3-none-any.whl: 6 vulnerabilities (highest severity is: 8.4) [main] (reachable),ai_bounty,AI Agent Bounties,https://github.com/blemaire-wavetel/AutoPrompt/issues/17,,,,signed in to change notification settings Fork 1 Star 0 Code Issues 38 Pull requests 1 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights langchain_community-0,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:46:39.565818+00:00
185,langchain_community-0.0.26-py3-none-any.whl: 6 vulnerabilities (highest severity is: 8.4) [main] (reachable),ai_bounty,AI Agent Bounties,https://github.com/Emmanuel-Evenzur/syetem_prompt/issues/37,,,,signed in to change notification settings Fork 1 Star 0 Code Issues 40 Pull requests 12 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights langchain_community-0,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:46:41.305514+00:00
190,langchain_community-0.0.26-py3-none-any.whl: 6 vulnerabilities (highest severity is: 8.4) reachable,ai_bounty,AI Agent Bounties,https://github.com/Richg44/AutoPrompt/issues/43,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 41 Pull requests 7 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights langchain_community-0,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:46:43.062206+00:00
194,AirSoft Oasix VRX5182,ai_bounty,AI Agent Bounties,https://github.com/SwiftFiddle/swiftfiddle-web/issues/1272,,,,signed in to change notification settings Fork 20 Star 273 Code Issues 8 Pull requests 0 Discussions Actions Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Security and quality Insights AirSoft Oasix VRX5182 #1272 New issue Copy link New i,0,alta,80.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T18:46:44.869891+00:00
197,MCP release due: 1.0.0,ai_bounty,AI Agent Bounties,https://github.com/joaovictor91123/gittensory/issues/2,,,,for issue PRs \(\#178\) - `da087f8` feat\(agent\): add recommendation confidence provenance \(\#226\) - `bcf14e9` feat: add contributor evidence graph \(\#218\) - `02058ad` Fix pending\-PR projection double\-counting merge\-ready PRs \(\#222\) - `5c0360f` fix\(mcp\): surface npm latest across ui \(\,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,eligibility for issue PRs \(\#178\) - `da087f8` feat\(agent\): add recommendation confidence provenance \(\#226\) - `bcf14e9` feat: add contributor evidence graph \(\#218\,0,GitHub Sponsors,1,0,2026-07-18T18:46:48.475259+00:00
224,[moltbook] engagement-ledger,ai_integration,MCP Paid Opportunities,https://github.com/tobyrowland/alphamolt_agentic_portfolios/issues/1986,,,,signed in to change notification settings Fork 1 Star 1 Code Issues 41 Pull requests 3 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights [moltbook] engagement-ledger #1986 Ne,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T19:45:30.258607+00:00
233,"Wrexham AFC and Firefox announce a multi-year, front-of-kit partnership",open_source,Mozilla Blog,https://blog.mozilla.org/en/firefox/wrexham-afc-firefox-partnership/,,,,,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,,1,0,2026-07-18T19:45:31.977307+00:00
253,Engaging on Age Attestation Policy in Brazil,open_source,Open Source Initiative,https://opensource.org/blog/engaging-on-age-attestation-policy-in-brazil,,,,for Software Open Source AI Open Source AI OSAI Definition Process Timeline Open Weights FAQ Checklist Community Become an Individual Member Become an OSI Affiliate Affiliate Organizations Maintainers Events Forum OpenSource,0,média,30.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,,1,0,2026-07-18T19:45:33.007126+00:00
231,Over The Edge 2.0: what independent researchers found about browser choice on Windows,open_source,Mozilla Blog,https://blog.mozilla.org/en/mozilla/browser-choice-windows-report-over-the-edge-2/,,,,,0,média,30.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,1,,0,,1,0,2026-07-18T19:45:34.240910+00:00
232,Mozilla’s Inaugural ‘State of Open Source AI’ Report Is Here,open_source,Mozilla Blog,https://blog.mozilla.org/en/mozilla/mozilla-state-of-open-source-ai-report/,,,,,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,,1,0,2026-07-18T19:45:35.428702+00:00
234,The web is evolving. So are we.,open_source,Mozilla Blog,https://blog.mozilla.org/en/mozilla/news/announcing-mozilla-org-new-non-profit/,,,,,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,,1,0,2026-07-18T19:45:36.638490+00:00
25,[BUG] Blind XXE via SVG Upload → SSRF + Data Exfil $150,open_source_bounty,GitHub Bounty Issues,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1193,,,,signed in to change notification settings Fork 61 Star 12 Code Issues 52 Pull requests 119 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights [BUG] Blind XXE via SVG Upload →,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:13.092026+00:00
26,[BUG] CORS Misconfiguration + Origin Reflection → Credential Theft $120,open_source_bounty,GitHub Bounty Issues,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1194,,,,signed in to change notification settings Fork 61 Star 12 Code Issues 52 Pull requests 119 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights [BUG] CORS Misconfiguration + Ori,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:15.105673+00:00
27,[BUG] Java RMI Deserialization → Remote Code Execution $200,open_source_bounty,GitHub Bounty Issues,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1195,,,,signed in to change notification settings Fork 61 Star 12 Code Issues 52 Pull requests 119 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights [BUG] Java RMI Deserialization →,0,média,30.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:16.899359+00:00
28,[BUG] LDAP Injection → Anonymous Bind Bypass $120,open_source_bounty,GitHub Bounty Issues,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1196,,,,signed in to change notification settings Fork 61 Star 12 Code Issues 52 Pull requests 119 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights [BUG] LDAP Injection → Anonymous,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:18.831022+00:00
29,[BUG] Zip Slip → Arbitrary File Write via Archive Extraction $150,open_source_bounty,GitHub Bounty Issues,https://github.com/zhangjiayang6835-cyber/ai-research/issues/1197,,,,signed in to change notification settings Fork 61 Star 12 Code Issues 52 Pull requests 119 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights [BUG] Zip Slip → Arbitrary File W,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:20.686696+00:00
189,📊 AI CLI 工具社区动态日报 2026-06-15,ai_bounty,AI Agent Bounties,https://github.com/96loveslife/big_model_radar/issues/1,,,,signed in to change notification settings Fork 1 Star 10 Code Issues 180 Pull requests 0 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights 📊 AI CLI 工具社区动态日报 2026-06-15 #1 New issue Copy link New iss,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:23.459212+00:00
187,⭐ 发现趋势项目: airecon (796⭐),ai_bounty,AI Agent Bounties,https://github.com/clowlove/Hermes-House/issues/736,,,,signed in to change notification settings Fork 5 Star 12 Code Issues 302 Pull requests 12 Discussions Actions Projects Wiki Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Wiki Security and quality Insights ⭐ 发现趋势项目: airecon (796⭐),0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:25.794802+00:00
201,⭐ 发现趋势项目: airecon (795⭐),ai_bounty,AI Agent Bounties,https://github.com/clowlove/Hermes-House/issues/730,,,,signed in to change notification settings Fork 5 Star 12 Code Issues 302 Pull requests 12 Discussions Actions Projects Wiki Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Wiki Security and quality Insights ⭐ 发现趋势项目: airecon (795⭐),0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:27.444514+00:00
48,开源市集代码贡献指南,open_source_bounty,GitHub Reward Issues,https://github.com/Open-Source-Bazaar/Open-Source-Bazaar.github.io/issues/90,,,,signed in to change notification settings Fork 15 Star 8 Code Issues 6 Pull requests 11 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights 开源市集代码贡献指南 #90 New issue Copy link N,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:29.298188+00:00
50,开源悬赏平台增加“交易”功能,open_source_bounty,GitHub Reward Issues,https://github.com/Digital-Nomad-Home/LinJuLi-MiniApp/issues/1,,,,signed in to change notification settings Fork 3 Star 1 Code Issues 3 Pull requests 3 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights 开源悬赏平台增加“交易”功能 #1 New issue Copy link New issue Copy link Open,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:31.377825+00:00
51,开发开源悬赏平台“代币交易所” 功能,open_source_bounty,GitHub Reward Issues,https://github.com/Digital-Nomad-Home/LinJuLi-MiniApp/issues/2,,,,signed in to change notification settings Fork 3 Star 1 Code Issues 3 Pull requests 3 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights 开发开源悬赏平台“代币交易所” 功能 #2 New issue Copy link New issue Copy link,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:33.580439+00:00
52,开发开源悬赏平台的“权益商城”功能,open_source_bounty,GitHub Reward Issues,https://github.com/Digital-Nomad-Home/LinJuLi-MiniApp/issues/3,,,,signed in to change notification settings Fork 3 Star 1 Code Issues 3 Pull requests 3 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights 开发开源悬赏平台的“权益商城”功能 #3 New issue Copy link New issue Copy link O,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:35.727063+00:00
53,基于 OCToken NFT 机制实现【开放协作人奖】颁发程序,open_source_bounty,GitHub Reward Issues,https://github.com/Open-Source-Bazaar/Open-Source-Bazaar.github.io/issues/53,,,,signed in to change notification settings Fork 15 Star 8 Code Issues 6 Pull requests 11 Discussions Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Discussions Actions Projects Security and quality Insights 基于 OCToken NFT 机制实现【开放协作人奖】颁发程序 #53,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:37.716714+00:00
54,[P3] 크롤러 피드백 API + 학습 로직,open_source_bounty,GitHub Reward Issues,https://github.com/cpagent78/crawler-network/issues/13,,,,signed in to change notification settings Fork 3 Star 0 Code Issues 17 Pull requests 8 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights [P3] 크롤러 피드백 API + 학습 로직 #13 New issue Copy link New issue Co,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:39.522399+00:00
60,[P3] 1차 보상 시스템 (채택 보상),open_source_bounty,GitHub Reward Issues,https://github.com/cpagent78/crawler-network/issues/12,,,,signed in to change notification settings Fork 3 Star 0 Code Issues 17 Pull requests 8 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights [P3] 1차 보상 시스템 (채택 보상) #12 New issue Copy link New issue Copy,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:41.407068+00:00
84,🔎 Daily content review — Bizzal Games — Instagram,paid_development,GitHub Paid Issues,https://github.com/bizzal70/Bizzal-Games-YT-PUB/issues/2,,,,signed in to change notification settings Fork 0 Star 1 Code Issues 2 Pull requests 0 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights 🔎 Daily content review — Bizzal Games — Instagram #2 New issue,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:43.488704+00:00
132,"System F: enforcement spread FOLLOW-ON — broad admin-only→permission-key delegation (~25 files) + coverage red-team + default-grant seed (PLAN 2.5, follows #73/#75)",grant,GitHub Grant Issues,https://github.com/KodaiCards/Launch-Database/issues/77,,,,signed in to change notification settings Fork 0 Star 0 Code Issues 11 Pull requests 0 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights System F: enforcement spread FOLLOW-ON — broad admin-only→per,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,open to a non-admin role that the key would lock out,0,GitHub Sponsors,1,0,2026-07-18T20:00:45.327383+00:00
55,[P3] 2차 보상 시스템 (성과 보상),open_source_bounty,GitHub Reward Issues,https://github.com/cpagent78/crawler-network/issues/14,,,,signed in to change notification settings Fork 3 Star 0 Code Issues 17 Pull requests 8 Actions Projects Security and quality 0 Insights Additional navigation options Code Issues Pull requests Actions Projects Security and quality Insights [P3] 2차 보상 시스템 (성과 보상) #14 New issue Copy link New issue Copy,0,baixa,8.0,médio,0.02,0.0,Descartar como conteúdo informativo ou falso positivo.,Não foram encontrados sinais suficientes de uma oportunidade executável.,rejected,0,,0,GitHub Sponsors,1,0,2026-07-18T20:00:47.315034+00:00
